"year","last_name, first_name","player_id","team_id","pa","pitches","runs_all","runs_heart","runs_shadow","runs_chase","runs_waste"
"2019","Peraza, José","606299","113","385","1297",-13.010088953321928,-9.489670305460796,-15.390490248436711,7.801198301271026,4.068873299304559
"2019","Lagares, Juan","501571","121","279","1083",-9.942546602648898,-6.012759316286308,-8.277339208784117,0.5014776313716774,3.846074291049857
"2019","Semien, Marcus","543760","133","733","2913",38.42844971548837,13.3158781604896,-15.845547342228997,27.462804739605573,13.495314157622177
"2019","Narváez, Omar","553882","136","466","1920",3.8395540973027,-1.5961760998316257,-17.818370919699415,14.501720895754035,8.752380221079674
"2019","Yastrzemski, Mike","573262","137","410","1631",6.4984760379473325,-2.190797250695039,-8.072129953363238,11.18067957585637,5.580723666149204
"2019","Pillar, Kevin","607680","137","639","2122",-8.87249212920595,-5.005938458635673,-12.65807968112895,3.148384914997021,5.64314109556163
"2019","Gurriel Jr., Lourdes","666971","141","343","1283",9.26329522027924,9.916403060689648,-9.638204463005133,2.9409782082824005,6.044118414312324
"2019","Adams, Matt","571431","120","332","1307",0.7094673226915161,13.871939528505887,-17.264200706279702,-0.7648061776810378,4.866534678146366
"2019","Pujols, Albert","405395","108","535","2044",4.713779818132939,4.226876158572741,-22.337495192533606,11.254920785298218,11.569478066795597
"2019","La Stella, Tommy","600303","108","320","1207",3.42725782951982,-1.3908683569202092,-12.39188124509799,12.334921029343732,4.875086402194288
"2019","Ahmed, Nick","605113","109","623","2355",-0.7660367080632362,-12.41924983528836,-15.9707299285157,17.832642818344926,9.791300237395896
"2019","Martinez, J.D.","502110","111","646","2461",36.51825329015057,18.193326614010655,-1.787199383693874,7.654818902707409,12.457307157126236
"2019","Chavis, Michael","656308","111","379","1492",3.12035800785921,6.922111185184893,-15.720260828509858,8.03032836618439,3.888179284999783
"2019","Báez, Javier","595879","112","552","1985",13.910530337889949,9.087690722422678,-4.330599094497387,3.7978329344036315,5.355605775561021
"2019","Abreu, José","547989","145","689","2735",17.370251627055385,6.5358753970083106,-5.51733716995386,8.457077961902813,7.894635438098078
"2019","Maldonado, Martín","455117","117","371","1423",-11.825661975163374,-5.195888836091725,-22.846186576207273,8.211620329565537,8.004793107570062
"2019","Kepler, Max","596146","142","592","2146",23.687905624184243,11.43764371184098,-17.635585035117625,17.42996901593655,12.455877931524391
"2019","Ramos, Wilson","467092","121","519","1720",11.246295414230843,-7.0824426327387915,-3.6596281152487533,13.84885296878502,8.139513193433336
"2019","Rosario, Amed","642708","121","648","2388",-0.48037336162343935,-2.554288909839627,-13.839846878829704,7.442146855553768,8.471615571492102
"2019","Encarnación, Edwin","429665","147","474","2098",33.04324588190886,2.4627044329623002,4.214651483906687,13.435003025678562,12.930886939361255
"2019","Sánchez, Gary","596142","147","443","1879",10.397315726606692,2.8945431241225394,-11.715607044652945,10.535932143073095,8.682447504064013
"2019","Franco, Maikel","596748","143","409","1510",-9.796586211304753,-5.681351335942048,-14.357692740464714,4.309706063238989,5.932751801862986
"2019","Newman, Kevin","621028","134","524","1868",5.56156049951665,-2.6730150569378752,-10.480567673000804,7.0887146852777265,11.626428544177593
"2019","Myers, Wil","571976","135","488","2036",-9.077495892278549,-8.381617123829706,-27.900626507772838,17.132442907069816,10.072304832254177
"2019","Vogt, Stephen","519390","137","278","1118",4.299459457215147,0.23510727197112447,-4.406528705160228,5.6352870114494005,2.835593878954848
"2019","Ozuna, Marcell","542303","138","538","2224",6.514796574228137,-4.737953859434902,-11.042658523412571,10.065746113981879,12.229662843093692
"2019","Díaz, Yandy","650490","139","345","1309",-2.3118763912733504,-9.133156918179857,-9.18608396904656,11.799156723835976,4.208207772117097
"2019","Guzmán, Ronald","608597","140","291","1216",-0.6992401988041341,-5.969955190327513,-6.687935046118155,5.324254239972907,6.63439579766862
"2019","Grichuk, Randal","545341","141","627","2412",-8.68868274181832,5.163462176968021,-30.730458821023124,6.968756684891536,9.909557217345245
"2019","Calhoun, Kole","594777","108","617","2368",1.1133024291447873,-0.6896982219237868,-26.94057158111278,15.085915172974335,13.657657059207006
"2019","Holt, Brock","571788","111","294","1220",0.3633749657025987,-5.98394293162646,-11.811005397003704,11.422489900363233,6.735833393969512
"2019","Seager, Corey","608369","119","532","1896",11.576798431505717,5.70186401477179,-17.486848926814044,13.905365460135078,9.456417883412891
"2019","Cain, Lorenzo","456715","158","614","2463",-14.117341429211145,-23.178616897297537,-16.501098054815262,13.270855191114627,12.29151833178693
"2019","Schoop, Jonathan","570731","142","458","1656",-1.2647980908439096,15.477476103257077,-20.742511509204085,-4.907199381666789,8.907436696769892
"2019","Hernández, César","514917","143","663","2600",-9.006845619103384,-13.015805566430563,-25.699211739234563,20.22706701094044,9.481104675621332
"2019","Díaz, Elias","553869","134","332","1370",-13.967775464784323,-15.806952095013184,-14.626303817913717,10.405944963015793,6.059535485126796
"2019","Seager, Kyle","572122","136","438","1800",9.370634478094555,1.6536884220930657,-14.624307853758136,12.070523097125555,10.270730812634007
"2019","García, Avisaíl","541645","139","528","1894",1.6041236481775414,8.00953496923293,-19.847487100263777,5.129885992091549,8.312189787116829
"2019","Zunino, Mike","572287","139","289","1189",-19.490968864009414,-3.991305034878243,-22.562062566701016,2.105138015609979,4.957260721959816
"2019","Calhoun, Willie","641432","140","337","1277",6.585022660338857,2.8898369046655312,-10.799827745723038,9.28705110045239,5.207962400943972
"2019","Eaton, Adam","594809","120","656","2661",1.0331737581399807,-18.075436081434095,-13.217570389256162,18.638409454310384,13.687770774519892
"2019","Soto, Juan","665742","120","656","2787",37.255768449948164,8.871207343732426,-23.52123698137633,31.635461099900247,20.270336987691756
"2019","Goodwin, Brian","571718","108","448","1940",1.6791783055815952,-19.420348004421154,-2.682310544125645,14.083226165662811,9.698610688465573
"2019","Markakis, Nick","455976","144","468","1871",8.750616110561124,-6.077647287662408,-12.228880964343697,19.304232518289513,7.75291184427773
"2019","Devers, Rafael","646240","111","694","2628",41.1292400193217,16.73674807800367,-7.525768044327821,19.993272438352772,11.924987547293005
"2019","Lucroy, Jonathan","518960","112","318","1319",-13.295598021859401,-12.665083533751805,-15.877415491593982,10.343423030595243,4.903477972891124
"2019","Almora Jr., Albert","546991","112","359","1317",-20.517564730465796,-9.22944095767194,-17.178775733837156,1.6220675024442912,4.268584458599002
"2019","Chirinos, Robinson","455139","117","429","1711",8.787625698172214,-4.164270824335912,-11.558586260917806,12.657225132031183,11.853257651394747
"2019","Sanó, Miguel","593934","142","434","1887",23.793628823030186,17.511409079071274,-15.185013748872302,12.594659955865637,8.872573536965563
"2019","Arraez, Luis","650333","142","362","1471",7.394907074119858,-8.329945191452248,-3.4156439691622413,12.622878676823396,6.517617557910947
"2019","Cabrera, Melky","466320","134","390","1338",1.4740483042456958,-3.3013881250861896,-9.748163332123587,9.351718218282643,5.171881543172832
"2019","Garcia, Greg","594824","135","370","1583",0.663091832523085,-9.50518713048437,-14.18518061037102,14.915408540133331,9.438051033245133
"2019","DeJong, Paul","657557","138","653","2541",-6.002448164259077,-3.7732065135048147,-28.039564373796846,15.429219803245205,10.38110291979735
"2019","Odor, Rougned","596059","140","575","2333",6.114414530971809,0.47629085586779374,-14.858657108818187,12.459408656997415,8.037372126924767
"2019","Biggio, Cavan","624415","141","430","1870",13.808189771151993,-3.0613890839882982,-14.051501807389263,21.970718092971154,8.95036256955842
"2019","Gomes, Yan","543228","120","351","1416",-2.1983525379591438,-1.6624314263937356,-13.888575051948639,8.045721476581393,5.30693246380184
"2019","Flores, Wilmer","527038","109","285","1105",3.1195431996295695,-2.044760019589666,-8.721440202959643,8.77901270398963,5.106730718189253
"2019","Puig, Yasiel","624577","114","596","2217",8.510155993500911,-8.178099200802723,-6.531691110953333,15.185230335600943,8.034715969656027
"2019","Story, Trevor","596115","115","656","2683",30.622808414256852,13.1602417140962,-19.22663587819904,20.45154674704284,16.237655831316744
